Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
12/01/2024,12/01/2024,12/01/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 11/27/2024 P/D 12/01/2024 - 0.404052 shares at 1.1849,CDIV,,,$0.48
01/21/2025,01/21/2025,01/22/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000421,$122.12,($0.05)
11/19/2024,11/19/2024,11/19/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 11/13/2024 P/D 11/19/2024 - 0.386946 shares at 0.4762,CDIV,,,$0.18
05/07/2025,05/07/2025,05/08/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000607,$491.34,($0.30)
11/23/2024,11/23/2024,11/25/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000596,$152.02,($0.09)
07/11/2024,07/11/2024,07/11/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 07/04/2024 P/D 07/11/2024 - 0.265279 shares at 1.0342,CDIV,,,$0.27
09/30/2024,09/30/2024,10/02/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001299,$235.04,($0.31)
07/15/2024,07/15/2024,07/15/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 07/10/2024 P/D 07/15/2024 - 0.174861 shares at 0.4281,CDIV,,,$0.07
12/23/2024,12/23/2024,12/23/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 12/16/2024 P/D 12/23/2024 - 0.143648 shares at 0.6172,CDIV,,,$0.09
12/06/2024,12/06/2024,12/08/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001256,$219.81,($0.28)
01/29/2025,01/29/2025,01/30/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000971,$430.88,($0.42)
10/26/2024,10/26/2024,10/26/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 10/22/2024 P/D 10/26/2024 - 0.247698 shares at 0.4864,CDIV,,,$0.12
10/17/2024,10/17/2024,10/17/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 10/12/2024 P/D 10/17/2024 - 0.485128 shares at 1.0896,CDIV,,,$0.53
10/01/2024,10/01/2024,10/01/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 09/25/2024 P/D 10/01/2024 - 0.214189 shares at 1.1343,CDIV,,,$0.24
10/24/2024,10/24/2024,10/26/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000313,$516.49,($0.16)
01/12/2025,01/12/2025,01/12/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 01/05/2025 P/D 01/12/2025 - 0.417278 shares at 1.0111,CDIV,,,$0.42
01/10/2025,01/10/2025,01/10/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 01/04/2025 P/D 01/10/2025 - 0.237117 shares at 0.4679,CDIV,,,$0.11
12/19/2024,12/19/2024,12/21/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000148,$152.87,($0.02)
01/03/2025,01/03/2025,01/03/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 12/30/2024 P/D 01/03/2025 - 0.185294 shares at 1.1118,CDIV,,,$0.21
01/20/2025,01/20/2025,01/20/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 01/16/2025 P/D 01/20/2025 - 0.2992 shares at 0.6886,CDIV,,,$0.21
07/01/2025,07/01/2025,07/01/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 06/27/2025 P/D 07/01/2025 - 0.296586 shares at 1.1254,CDIV,,,$0.33
03/25/2025,03/25/2025,03/27/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001081,$152.98,($0.17)
11/22/2024,11/22/2024,11/23/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001363,$116.63,($0.16)
09/03/2024,09/03/2024,09/04/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000238,$129.20,($0.03)
10/26/2024,10/26/2024,10/27/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001352,$520.05,($0.70)
06/10/2025,06/10/2025,06/12/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000393,$85.55,($0.03)
10/03/2024,10/03/2024,10/05/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000799,$466.61,($0.37)
02/04/2025,02/04/2025,02/06/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000887,$267.83,($0.24)
01/26/2025,01/26/2025,01/28/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.000298,$72.07,($0.02)
09/01/2024,09/01/2024,09/02/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000516,$158.05,($0.08)
08/21/2024,08/21/2024,08/21/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 08/17/2024 P/D 08/21/2024 - 0.192819 shares at 0.504,CDIV,,,$0.10
12/10/2024,12/10/2024,12/11/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000313,$345.27,($0.11)
07/30/2024,07/30/2024,08/01/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000847,$179.84,($0.15)
10/14/2024,10/14/2024,10/14/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 10/07/2024 P/D 10/14/2024 - 0.252459 shares at 0.5915,CDIV,,,$0.15
03/23/2025,03/23/2025,03/23/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 03/16/2025 P/D 03/23/2025 - 0.459959 shares at 0.8321,CDIV,,,$0.38
10/15/2024,10/15/2024,10/15/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 10/08/2024 P/D 10/15/2024 - 0.290821 shares at 0.7787,CDIV,,,$0.23
07/02/2025,07/02/2025,07/03/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001266,$485.36,($0.61)
08/12/2024,08/12/2024,08/13/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000637,$185.84,($0.12)
08/27/2024,08/27/2024,08/29/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000475,$488.48,($0.23)
08/27/2024,08/27/2024,08/27/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 08/24/2024 P/D 08/27/2024 - 0.472766 shares at 1.1378,CDIV,,,$0.54
07/21/2024,07/21/2024,07/21/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 07/15/2024 P/D 07/21/2024 - 0.35264 shares at 0.8753,CDIV,,,$0.31
03/07/2025,03/07/2025,03/09/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000332,$523.00,($0.17)
12/19/2024,12/19/2024,12/19/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 12/12/2024 P/D 12/19/2024 - 0.205892 shares at 1.0661,CDIV,,,$0.22
11/23/2024,11/23/2024,11/23/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 11/20/2024 P/D 11/23/2024 - 0.206685 shares at 0.8329,CDIV,,,$0.17
03/13/2025,03/13/2025,03/13/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 03/07/2025 P/D 03/13/2025 - 0.421332 shares at 0.8822,CDIV,,,$0.37
12/08/2024,12/08/2024,12/08/2024,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 12/01/2024 P/D 12/08/2024 - 0.201138 shares at 0.71,CDIV,,,$0.14
06/06/2025,06/06/2025,06/07/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001281,$119.73,($0.15)
01/31/2025,01/31/2025,01/31/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 01/24/2025 P/D 01/31/2025 - 0.206608 shares at 1.0248,CDIV,,,$0.21
02/21/2025,02/21/2025,02/21/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 02/15/2025 P/D 02/21/2025 - 0.251001 shares at 1.0795,CDIV,,,$0.27
07/16/2024,07/16/2024,07/16/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 07/11/2024 P/D 07/16/2024 - 0.288646 shares at 1.0439,CDIV,,,$0.30
11/24/2024,11/24/2024,11/24/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 11/21/2024 P/D 11/24/2024 - 0.14799 shares at 0.9218,CDIV,,,$0.14
04/16/2025,04/16/2025,04/16/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 04/13/2025 P/D 04/16/2025 - 0.100597 shares at 1.01,CDIV,,,$0.10
04/06/2025,04/06/2025,04/07/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.001104,$561.01,($0.62)
02/16/2025,02/16/2025,02/16/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 02/12/2025 P/D 02/16/2025 - 0.346782 shares at 0.4933,CDIV,,,$0.17
04/09/2025,04/09/2025,04/11/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000125,$527.92,($0.07)
01/22/2025,01/22/2025,01/22/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 01/15/2025 P/D 01/22/2025 - 0.379953 shares at 0.728,CDIV,,,$0.28
09/12/2024,09/12/2024,09/12/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 09/06/2024 P/D 09/12/2024 - 0.171233 shares at 0.4026,CDIV,,,$0.07
06/01/2025,06/01/2025,06/01/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 05/29/2025 P/D 06/01/2025 - 0.49766 shares at 0.8903,CDIV,,,$0.44
03/30/2025,03/30/2025,03/30/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 03/26/2025 P/D 03/30/2025 - 0.330662 shares at 1.1222,CDIV,,,$0.37
10/17/2024,10/17/2024,10/18/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000391,$537.45,($0.21)
09/16/2024,09/16/2024,09/16/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 09/09/2024 P/D 09/16/2024 - 0.484996 shares at 0.7054,CDIV,,,$0.34
07/26/2024,07/26/2024,07/27/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Dividend Reinvestment,Buy,0.000842,$544.68,($0.46)
12/18/2024,12/18/2024,12/20/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001448,$145.80,($0.21)
02/15/2025,02/15/2025,02/16/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000647,$353.86,($0.23)
01/07/2025,01/07/2025,01/07/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 01/04/2025 P/D 01/07/2025 - 0.404558 shares at 0.7231,CDIV,,,$0.29
11/06/2024,11/06/2024,11/07/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000702,$158.42,($0.11)
11/16/2024,11/16/2024,11/18/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001492,$230.62,($0.34)
08/26/2024,08/26/2024,08/26/2024,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 08/23/2024 P/D 08/26/2024 - 0.241113 shares at 0.8968,CDIV,,,$0.22
07/26/2024,07/26/2024,07/27/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000308,$241.77,($0.07)
04/23/2025,04/23/2025,04/25/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000958,$149.21,($0.14)
08/24/2024,08/24/2024,08/24/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 08/18/2024 P/D 08/24/2024 - 0.151219 shares at 0.7144,CDIV,,,$0.11
08/15/2024,08/15/2024,08/16/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000678,$348.07,($0.24)
02/16/2025,02/16/2025,02/16/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 02/10/2025 P/D 02/16/2025 - 0.327349 shares at 0.5616,CDIV,,,$0.18
04/08/2025,04/08/2025,04/08/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 04/05/2025 P/D 04/08/2025 - 0.24122 shares at 0.8101,CDIV,,,$0.20
09/12/2024,09/12/2024,09/14/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000956,$496.42,($0.47)
06/21/2025,06/21/2025,06/22/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.001061,$472.22,($0.50)
01/19/2025,01/19/2025,01/19/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 01/15/2025 P/D 01/19/2025 - 0.254069 shares at 1.1573,CDIV,,,$0.29
09/18/2024,09/18/2024,09/18/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 09/14/2024 P/D 09/18/2024 - 0.383622 shares at 0.7443,CDIV,,,$0.29
12/21/2024,12/21/2024,12/21/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 12/15/2024 P/D 12/21/2024 - 0.123435 shares at 1.1016,CDIV,,,$0.14
08/31/2024,08/31/2024,09/01/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.001130,$338.76,($0.38)
12/19/2024,12/19/2024,12/21/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000115,$149.70,($0.02)
11/04/2024,11/04/2024,11/04/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 10/29/2024 P/D 11/04/2024 - 0.282866 shares at 0.5513,CDIV,,,$0.16
07/01/2025,07/01/2025,07/03/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Dividend Reinvestment,Buy,0.000196,$509.84,($0.10)
08/05/2024,08/05/2024,08/05/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 08/02/2024 P/D 08/05/2024 - 0.450908 shares at 0.9051,CDIV,,,$0.41
09/23/2024,09/23/2024,09/23/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Cash Div: R/D 09/16/2024 P/D 09/23/2024 - 0.377866 shares at 0.5995,CDIV,,,$0.23
04/26/2025,04/26/2025,04/26/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 04/20/2025 P/D 04/26/2025 - 0.222246 shares at 1.1051,CDIV,,,$0.25
09/10/2024,09/10/2024,09/10/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 09/03/2024 P/D 09/10/2024 - 0.21772 shares at 0.4684,CDIV,,,$0.10
06/07/2025,06/07/2025,06/07/2025,TSLA,Tesla Inc CUSIP: 88160R101 Cash Div: R/D 06/03/2025 P/D 06/07/2025 - 0.375337 shares at 0.4559,CDIV,,,$0.17
05/12/2025,05/12/2025,05/12/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 05/09/2025 P/D 05/12/2025 - 0.336882 shares at 0.9203,CDIV,,,$0.31
11/09/2024,11/09/2024,11/11/2024,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.000823,$408.15,($0.34)
11/02/2024,11/02/2024,11/02/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 10/28/2024 P/D 11/02/2024 - 0.188827 shares at 0.5734,CDIV,,,$0.11
06/12/2025,06/12/2025,06/13/2025,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.000349,$439.53,($0.15)
03/03/2025,03/03/2025,03/03/2025,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 02/28/2025 P/D 03/03/2025 - 0.106189 shares at 0.9212,CDIV,,,$0.10
11/30/2024,11/30/2024,12/01/2024,TSLA,Tesla Inc CUSIP: 88160R101 Dividend Reinvestment,Buy,0.001370,$354.23,($0.49)
01/29/2025,01/29/2025,01/29/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 01/24/2025 P/D 01/29/2025 - 0.159345 shares at 0.8417,CDIV,,,$0.13
02/04/2025,02/04/2025,02/04/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 01/30/2025 P/D 02/04/2025 - 0.434228 shares at 0.8885,CDIV,,,$0.39
10/25/2024,10/25/2024,10/26/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001076,$134.69,($0.14)
05/02/2025,05/02/2025,05/02/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 04/28/2025 P/D 05/02/2025 - 0.287449 shares at 0.924,CDIV,,,$0.27
05/17/2025,05/17/2025,05/18/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000189,$156.97,($0.03)
03/06/2025,03/06/2025,03/06/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 03/03/2025 P/D 03/06/2025 - 0.108115 shares at 0.6674,CDIV,,,$0.07
04/20/2025,04/20/2025,04/20/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 04/16/2025 P/D 04/20/2025 - 0.225993 shares at 1.0013,CDIV,,,$0.23
11/24/2024,11/24/2024,11/26/2024,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.000897,$204.38,($0.18)
03/26/2025,03/26/2025,03/26/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 03/21/2025 P/D 03/26/2025 - 0.469293 shares at 1.1481,CDIV,,,$0.54
01/25/2025,01/25/2025,01/25/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 01/21/2025 P/D 01/25/2025 - 0.366801 shares at 0.7907,CDIV,,,$0.29
10/21/2024,10/21/2024,10/23/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.000174,$161.12,($0.03)
12/13/2024,12/13/2024,12/15/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001420,$204.46,($0.29)
11/28/2024,11/28/2024,11/28/2024,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 11/23/2024 P/D 11/28/2024 - 0.247944 shares at 1.0017,CDIV,,,$0.25
06/12/2025,06/12/2025,06/12/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 06/07/2025 P/D 06/12/2025 - 0.472649 shares at 0.6095,CDIV,,,$0.29
07/13/2024,07/13/2024,07/15/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001098,$116.11,($0.13)
09/07/2024,09/07/2024,09/07/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 09/03/2024 P/D 09/07/2024 - 0.379675 shares at 0.8176,CDIV,,,$0.31
04/24/2025,04/24/2025,04/24/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 04/20/2025 P/D 04/24/2025 - 0.473681 shares at 0.6253,CDIV,,,$0.30
11/24/2024,11/24/2024,11/24/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 11/21/2024 P/D 11/24/2024 - 0.238684 shares at 0.5865,CDIV,,,$0.14
02/20/2025,02/20/2025,02/21/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001199,$495.75,($0.59)
04/13/2025,04/13/2025,04/14/2025,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.001463,$153.17,($0.22)
01/29/2025,01/29/2025,01/31/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.000199,$238.35,($0.05)
12/16/2024,12/16/2024,12/16/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 12/12/2024 P/D 12/16/2024 - 0.480104 shares at 1.0375,CDIV,,,$0.50
06/09/2025,06/09/2025,06/09/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 06/04/2025 P/D 06/09/2025 - 0.181008 shares at 1.1047,CDIV,,,$0.20
06/11/2025,06/11/2025,06/11/2025,VOO,Vanguard S&P 500 ETF CUSIP: 922908363 Cash Div: R/D 06/08/2025 P/D 06/11/2025 - 0.306029 shares at 1.1617,CDIV,,,$0.36
11/08/2024,11/08/2024,11/08/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 11/01/2024 P/D 11/08/2024 - 0.296201 shares at 0.7195,CDIV,,,$0.21
01/22/2025,01/22/2025,01/22/2025,SPY,SPDR S&P 500 ETF Trust CUSIP: 78462F103 Cash Div: R/D 01/17/2025 P/D 01/22/2025 - 0.446007 shares at 0.6808,CDIV,,,$0.30
01/22/2025,01/22/2025,01/24/2025,AAPL,Apple Inc CUSIP: 037833100 Dividend Reinvestment,Buy,0.001418,$251.03,($0.36)
11/21/2024,11/21/2024,11/23/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001427,$200.54,($0.29)
10/11/2024,10/11/2024,10/13/2024,JNJ,Johnson & Johnson CUSIP: 478160104 Dividend Reinvestment,Buy,0.001079,$135.62,($0.15)
02/01/2025,02/01/2025,02/03/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000359,$174.12,($0.06)
05/18/2025,05/18/2025,05/20/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.000174,$131.02,($0.02)
05/23/2025,05/23/2025,05/23/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 05/18/2025 P/D 05/23/2025 - 0.261988 shares at 0.4579,CDIV,,,$0.12
03/09/2025,03/09/2025,03/09/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 03/04/2025 P/D 03/09/2025 - 0.143552 shares at 0.8098,CDIV,,,$0.12
02/07/2025,02/07/2025,02/07/2025,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 02/01/2025 P/D 02/07/2025 - 0.149654 shares at 0.5929,CDIV,,,$0.09
10/18/2024,10/18/2024,10/18/2024,QCOM,Qualcomm CUSIP: 747525103 Cash Div: R/D 10/12/2024 P/D 10/18/2024 - 0.142148 shares at 0.9951,CDIV,,,$0.14
05/05/2025,05/05/2025,05/06/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000195,$173.42,($0.03)
01/01/2025,01/01/2025,01/03/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001364,$149.53,($0.20)
10/23/2024,10/23/2024,10/24/2024,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Dividend Reinvestment,Buy,0.001485,$238.36,($0.35)
01/22/2025,01/22/2025,01/22/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 01/18/2025 P/D 01/22/2025 - 0.321373 shares at 0.7784,CDIV,,,$0.25
05/29/2025,05/29/2025,05/30/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001270,$428.09,($0.54)
09/01/2024,09/01/2024,09/01/2024,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 08/28/2024 P/D 09/01/2024 - 0.395863 shares at 0.7641,CDIV,,,$0.30
01/12/2025,01/12/2025,01/12/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Cash Div: R/D 01/05/2025 P/D 01/12/2025 - 0.10325 shares at 1.0069,CDIV,,,$0.10
04/06/2025,04/06/2025,04/06/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 04/03/2025 P/D 04/06/2025 - 0.4205 shares at 0.9556,CDIV,,,$0.40
06/18/2025,06/18/2025,06/19/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Dividend Reinvestment,Buy,0.001343,$86.56,($0.12)
02/08/2025,02/08/2025,02/08/2025,XLY,Consumer Discretionary Select Sector SPDR Fund CUSIP: 81369Y407 Cash Div: R/D 02/04/2025 P/D 02/08/2025 - 0.180966 shares at 1.048,CDIV,,,$0.19
07/21/2024,07/21/2024,07/21/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 07/16/2024 P/D 07/21/2024 - 0.198899 shares at 0.9659,CDIV,,,$0.19
06/05/2025,06/05/2025,06/06/2025,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.000781,$163.98,($0.13)
11/04/2024,11/04/2024,11/04/2024,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Cash Div: R/D 11/01/2024 P/D 11/04/2024 - 0.114075 shares at 0.7066,CDIV,,,$0.08
10/04/2024,10/04/2024,10/05/2024,QCOM,Qualcomm CUSIP: 747525103 Dividend Reinvestment,Buy,0.001201,$142.34,($0.17)
06/17/2025,06/17/2025,06/17/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 06/12/2025 P/D 06/17/2025 - 0.475335 shares at 1.1989,CDIV,,,$0.57
12/27/2024,12/27/2024,12/27/2024,AAPL,Apple Inc CUSIP: 037833100 Cash Div: R/D 12/22/2024 P/D 12/27/2024 - 0.422806 shares at 0.5439,CDIV,,,$0.23
01/29/2025,01/29/2025,01/29/2025,SCHD,Schwab US Dividend Equity ETF CUSIP: 808524797 Cash Div: R/D 01/26/2025 P/D 01/29/2025 - 0.335945 shares at 0.4672,CDIV,,,$0.16
06/08/2025,06/08/2025,06/09/2025,MSFT,Microsoft Corporation CUSIP: 594918104 Dividend Reinvestment,Buy,0.001198,$445.42,($0.53)
04/20/2025,04/20/2025,04/21/2025,VYM,Vanguard High Dividend Yield ETF CUSIP: 921946406 Dividend Reinvestment,Buy,0.001338,$117.67,($0.16)
